sttdis,grpcomb,node001,node002,node003,node004,node005,node006,node007,node008,node009,node010,node011,node012,node013,node014,node015,node016,node017,node018,node019,node020,node021,node022,node023,node024,node025,node026,node027
V1.0,' 'V1.0' ' ' 'S16.20.0' ','V1.0','V1.0' 'S16.20.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'S16.9' ','V1.0','V1.0' 'S16.9', , , , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'S18.1' ','V1.0','V1.0' 'S18.1', , , , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'S2.10' ','V1.0','V1.0' 'S2.10', , , , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'S2.10' ' ' 'V2.0' ' ' 'K7.0' ' ' 'S16.10' ','V1.0','V1.0' 'S2.10','V1.0' 'S2.10' 'V2.0','V1.0' 'S2.10' 'V2.0' 'K7.0','V1.0' 'S2.10' 'V2.0' 'K7.0' 'S16.10', , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'S3.0' ' ' 'V10.24' ','V1.0','V1.0' 'S3.0','V1.0' 'S3.0' 'V10.24', , , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'S4.0' ','V1.0','V1.0' 'S4.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'V1.9' ','V1.0','V1.0' 'V1.9', , , , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'V13.0' ' ' 'P3.0' ','V1.0','V1.0' 'V13.0','V1.0' 'V13.0' 'P3.0', , , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'V13.3' ','V1.0','V1.0' 'V13.3', , , , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'V16.0' ','V1.0','V1.0' 'V16.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'V2.0' ','V1.0','V1.0' 'V2.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'V2.0' ' ' 'V1.3' ','V1.0','V1.0' 'V2.0','V1.0' 'V2.0' 'V1.3', , , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'V2.0' ' ' 'V2.10' ' ' 'V2.63' ','V1.0','V1.0' 'V2.0','V1.0' 'V2.0' 'V2.10','V1.0' 'V2.0' 'V2.10' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'V2.0' ' ' 'V2.63' ','V1.0','V1.0' 'V2.0','V1.0' 'V2.0' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'V2.10' ','V1.0','V1.0' 'V2.10', , , , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'V2.10' ' ' 'MS G1.0' ' ' 'V2.0' ','V1.0','V1.0' 'V2.10','V1.0' 'V2.10' 'MS G1.0','V1.0' 'V2.10' 'MS G1.0' 'V2.0', , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'V2.10' ' ' 'S14.21' ','V1.0','V1.0' 'V2.10','V1.0' 'V2.10' 'S14.21', , , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'V2.23' ','V1.0','V1.0' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'V2.63' ','V1.0','V1.0' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'V2.63' ' ' 'A2.0' ','V1.0','V1.0' 'V2.63','V1.0' 'V2.63' 'A2.0', , , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'V2.63' ' ' 'A2.0' ' ' 'S13.11' ' ' 'S14.0' ','V1.0','V1.0' 'V2.63','V1.0' 'V2.63' 'A2.0','V1.0' 'V2.63' 'A2.0' 'S13.11','V1.0' 'V2.63' 'A2.0' 'S13.11' 'S14.0', , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'V2.75' ','V1.0','V1.0' 'V2.75', , , , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'V6.0' ' ' 'B3.0' ','V1.0','V1.0' 'V6.0','V1.0' 'V6.0' 'B3.0', , , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'V9.0' ','V1.0','V1.0' 'V9.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'Y1' ','V1.0','V1.0' 'Y1', , , , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'k12.0' ','V1.0','V1.0' 'k12.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'k12.0' ' ' 'A6.0' ' ' 'J1.0' ' ' 'A2.0' ','V1.0','V1.0' 'k12.0','V1.0' 'k12.0' 'A6.0','V1.0' 'k12.0' 'A6.0' 'J1.0','V1.0' 'k12.0' 'A6.0' 'J1.0' 'A2.0', , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'k12.0' ' ' 'M10.1' ' ' 'M18.11.0' ','V1.0','V1.0' 'k12.0','V1.0' 'k12.0' 'M10.1','V1.0' 'k12.0' 'M10.1' 'M18.11.0', , , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'k12.0' ' ' 'N4.40.19' ' ' 'N4.40.9' ' ' 'S13.11' ','V1.0','V1.0' 'k12.0','V1.0' 'k12.0' 'N4.40.19','V1.0' 'k12.0' 'N4.40.19' 'N4.40.9','V1.0' 'k12.0' 'N4.40.19' 'N4.40.9' 'S13.11', , , , , , , , , , , , , , , , , , , , , , 
V1.0,' 'V1.0' ' ' 'k12.16' ','V1.0','V1.0' 'k12.16', , , , , , , , , , , , , , , , , , , , , , , , , 
V1.1,' 'V1.1' ','V1.1', , , , , , , , , , , , , , , , , , , , , , , , , , 
V1.2,' 'V1.2' ','V1.2', , , , , , , , , , , , , , , , , , , , , , , , , , 
V1.2,' 'V1.2' ' ' 'K2.0' ' ' 'A5.1' ','V1.2','V1.2' 'K2.0','V1.2' 'K2.0' 'A5.1', , , , , , , , , , , , , , , , , , , , , , , , 
V1.2,' 'V1.2' ' ' 'M10.0' ' ' 'M2.0' ' ' 'V16.0' ' ' 'M13.0' ' ' 'S16.0' ','V1.2','V1.2' 'M10.0','V1.2' 'M10.0' 'M2.0','V1.2' 'M10.0' 'M2.0' 'V16.0','V1.2' 'M10.0' 'M2.0' 'V16.0' 'M13.0','V1.2' 'M10.0' 'M2.0' 'V16.0' 'M13.0' 'S16.0', , , , , , , , , , , , , , , , , , , , , 
V1.2,' 'V1.2' ' ' 'V1.0' ','V1.2','V1.2' 'V1.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V1.3,' 'V1.3' ','V1.3', , , , , , , , , , , , , , , , , , , , , , , , , , 
V1.3,' 'V1.3' ' ' 'K7a.0' ','V1.3','V1.3' 'K7a.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V1.4,' 'V1.4' ','V1.4', , , , , , , , , , , , , , , , , , , , , , , , , , 
V1.4,' 'V1.4' ' ' 'V2.10' ','V1.4','V1.4' 'V2.10', , , , , , , , , , , , , , , , , , , , , , , , , 
V1.5,' 'V1.5' ','V1.5', , , , , , , , , , , , , , , , , , , , , , , , , , 
V1.5,' 'V1.5' ' ' 'V1.9' ','V1.5','V1.5' 'V1.9', , , , , , , , , , , , , , , , , , , , , , , , , 
V1.7,' 'V1.7' ','V1.7', , , , , , , , , , , , , , , , , , , , , , , , , , 
V1.8,' 'V1.8' ','V1.8', , , , , , , , , , , , , , , , , , , , , , , , , , 
V10.11,' 'V10.11' ' ' 'MS G1.0' ' ' 'V2.23' ','V10.11','V10.11' 'MS G1.0','V10.11' 'MS G1.0' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , , 
V10.8,' 'V10.8' ' ' 'V2.23' ' ' 'V2.63' ' ' 'V2.0' ' ' 'V2.4.1' ','V10.8','V10.8' 'V2.23','V10.8' 'V2.23' 'V2.63','V10.8' 'V2.23' 'V2.63' 'V2.0','V10.8' 'V2.23' 'V2.63' 'V2.0' 'V2.4.1', , , , , , , , , , , , , , , , , , , , , , 
V11.7,' 'V11.7' ' ' 'M2.0' ','V11.7','V11.7' 'M2.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V11.8,' 'V11.8' ' ' 'V2.63' ' ' 'V2.0' ','V11.8','V11.8' 'V2.63','V11.8' 'V2.63' 'V2.0', , , , , , , , , , , , , , , , , , , , , , , , 
V12.0,' 'V12.0' ' ' 'V2.0' ','V12.0','V12.0' 'V2.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V13.0,' 'V13.0' ' ' 'M2.0' ','V13.0','V13.0' 'M2.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V13.0,' 'V13.0' ' ' 'N1.0' ' ' 'P5.0' ' ' 'V6.11' ' ' 'Y1' ','V13.0','V13.0' 'N1.0','V13.0' 'N1.0' 'P5.0','V13.0' 'N1.0' 'P5.0' 'V6.11','V13.0' 'N1.0' 'P5.0' 'V6.11' 'Y1', , , , , , , , , , , , , , , , , , , , , , 
V13.0,' 'V13.0' ' ' 'N4.54.14' ' ' 'N2.11' ' ' 'A3.0' ','V13.0','V13.0' 'N4.54.14','V13.0' 'N4.54.14' 'N2.11','V13.0' 'N4.54.14' 'N2.11' 'A3.0', , , , , , , , , , , , , , , , , , , , , , , 
V13.0,' 'V13.0' ' ' 'S14.0' ','V13.0','V13.0' 'S14.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V13.0,' 'V13.0' ' ' 'S16.0' ','V13.0','V13.0' 'S16.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V13.0,' 'V13.0' ' ' 'V1.0' ','V13.0','V13.0' 'V1.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V13.0,' 'V13.0' ' ' 'V13.1.0' ' ' 'M2.0' ' ' 'V13.3' ','V13.0','V13.0' 'V13.1.0','V13.0' 'V13.1.0' 'M2.0','V13.0' 'V13.1.0' 'M2.0' 'V13.3', , , , , , , , , , , , , , , , , , , , , , , 
V13.0,' 'V13.0' ' ' 'V2.0' ','V13.0','V13.0' 'V2.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V13.1.2,' 'V13.1.2' ' ' 'V2.63' ','V13.1.2','V13.1.2' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , , 
V13.1.3,' 'V13.1.3' ' ' 'M2.0' ','V13.1.3','V13.1.3' 'M2.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V13.1.4,' 'V13.1.4' ' ' 'S14.21' ','V13.1.4','V13.1.4' 'S14.21', , , , , , , , , , , , , , , , , , , , , , , , , 
V13.11,' 'V13.11' ' ' 'V2.0' ' ' 'V2.30' ' ' 'Y1' ' ' 'S14.1' ' ' 'K9.0' ','V13.11','V13.11' 'V2.0','V13.11' 'V2.0' 'V2.30','V13.11' 'V2.0' 'V2.30' 'Y1','V13.11' 'V2.0' 'V2.30' 'Y1' 'S14.1','V13.11' 'V2.0' 'V2.30' 'Y1' 'S14.1' 'K9.0', , , , , , , , , , , , , , , , , , , , , 
V13.3,' 'V13.3' ' ' 'J1.0' ' ' 'P5.0' ' ' 'V13.0' ','V13.3','V13.3' 'J1.0','V13.3' 'J1.0' 'P5.0','V13.3' 'J1.0' 'P5.0' 'V13.0', , , , , , , , , , , , , , , , , , , , , , , 
V13.3,' 'V13.3' ' ' 'M2.0' ','V13.3','V13.3' 'M2.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V13.3,' 'V13.3' ' ' 'P5.0' ','V13.3','V13.3' 'P5.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V13.3,' 'V13.3' ' ' 'P5.0' ' ' 'V1.0' ' ' 'V2.23' ','V13.3','V13.3' 'P5.0','V13.3' 'P5.0' 'V1.0','V13.3' 'P5.0' 'V1.0' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , 
V13.3,' 'V13.3' ' ' 'V1.0' ','V13.3','V13.3' 'V1.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V13.3,' 'V13.3' ' ' 'V2.63' ','V13.3','V13.3' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , , 
V13.3,' 'V13.3' ' ' 'k12.17' ' ' 'K9.0' ' ' 'K10.36' ' ' 'V2.0' ' ' 'N4.0' ' ' 'M18.11.0' ','V13.3','V13.3' 'k12.17','V13.3' 'k12.17' 'K9.0','V13.3' 'k12.17' 'K9.0' 'K10.36','V13.3' 'k12.17' 'K9.0' 'K10.36' 'V2.0','V13.3' 'k12.17' 'K9.0' 'K10.36' 'V2.0' 'N4.0','V13.3' 'k12.17' 'K9.0' 'K10.36' 'V2.0' 'N4.0' 'M18.11.0', , , , , , , , , , , , , , , , , , , , 
V15.0,' 'V15.0' ' ' 'V2.63' ','V15.0','V15.0' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , , 
V15.1,' 'V15.1' ' ' 'MS G1.0' ' ' 'S13.11' ','V15.1','V15.1' 'MS G1.0','V15.1' 'MS G1.0' 'S13.11', , , , , , , , , , , , , , , , , , , , , , , , 
V15.1,' 'V15.1' ' ' 'V2.0' ','V15.1','V15.1' 'V2.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V15.1,' 'V15.1' ' ' 'V2.15' ' ' 'V2.0' ' ' 'K4.9' ','V15.1','V15.1' 'V2.15','V15.1' 'V2.15' 'V2.0','V15.1' 'V2.15' 'V2.0' 'K4.9', , , , , , , , , , , , , , , , , , , , , , , 
V16.0,' 'V16.0' ' ' 'M16.9' ' ' 'S16.0' ' ' 'S14.0' ','V16.0','V16.0' 'M16.9','V16.0' 'M16.9' 'S16.0','V16.0' 'M16.9' 'S16.0' 'S14.0', , , , , , , , , , , , , , , , , , , , , , , 
V16.0,' 'V16.0' ' ' 'P5.0' ','V16.0','V16.0' 'P5.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V16.0,' 'V16.0' ' ' 'S16.0' ','V16.0','V16.0' 'S16.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V16.0,' 'V16.0' ' ' 'V1.0' ','V16.0','V16.0' 'V1.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V16.0,' 'V16.0' ' ' 'V2.0' ','V16.0','V16.0' 'V2.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V16.0,' 'V16.0' ' ' 'V2.23' ','V16.0','V16.0' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , , , 
V16.0,' 'V16.0' ' ' 'V2.63' ','V16.0','V16.0' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , , 
V16.0,' 'V16.0' ' ' 'V2.63' ' ' 'A6.0' ' ' 'V5.1' ' ' 'V2.2' ','V16.0','V16.0' 'V2.63','V16.0' 'V2.63' 'A6.0','V16.0' 'V2.63' 'A6.0' 'V5.1','V16.0' 'V2.63' 'A6.0' 'V5.1' 'V2.2', , , , , , , , , , , , , , , , , , , , , , 
V16.0,' 'V16.0' ' ' 'V2.9' ','V16.0','V16.0' 'V2.9', , , , , , , , , , , , , , , , , , , , , , , , , 
V16.0,' 'V16.0' ' ' 'k12.0' ' ' 'S15.31' ','V16.0','V16.0' 'k12.0','V16.0' 'k12.0' 'S15.31', , , , , , , , , , , , , , , , , , , , , , , , 
V2.0,' 'V2.0' ','V2.0', , , , , , , , , , , , , , , , , , , , , , , , , , 
V2.0,' 'V2.0' ' ' 'A1.0' ','V2.0','V2.0' 'A1.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V2.0,' 'V2.0' ' ' 'A1.0' ' ' 'N2.18' ' ' 'A2.0' ','V2.0','V2.0' 'A1.0','V2.0' 'A1.0' 'N2.18','V2.0' 'A1.0' 'N2.18' 'A2.0', , , , , , , , , , , , , , , , , , , , , , , 
V2.0,' 'V2.0' ' ' 'A11.0' ','V2.0','V2.0' 'A11.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V2.0,' 'V2.0' ' ' 'A11.0' ' ' 'A3.0' ' ' 'B3.0' ' ' 'M2.0' ' ' 'V10.11' ','V2.0','V2.0' 'A11.0','V2.0' 'A11.0' 'A3.0','V2.0' 'A11.0' 'A3.0' 'B3.0','V2.0' 'A11.0' 'A3.0' 'B3.0' 'M2.0','V2.0' 'A11.0' 'A3.0' 'B3.0' 'M2.0' 'V10.11', , , , , , , , , , , , , , , , , , , , , 
V2.0,' 'V2.0' ' ' 'A11.0' ' ' 'K10.38A' ','V2.0','V2.0' 'A11.0','V2.0' 'A11.0' 'K10.38A', , , , , , , , , , , , , , , , , , , , , , , , 
V2.0,' 'V2.0' ' ' 'A11.0' ' ' 'M16.0' ','V2.0','V2.0' 'A11.0','V2.0' 'A11.0' 'M16.0', , , , , , , , , , , , , , , , , , , , , , , , 
V2.0,' 'V2.0' ' ' 'A12.0' ','V2.0','V2.0' 'A12.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V2.0,' 'V2.0' ' ' 'A12.0' ' ' 'K9.0' ','V2.0','V2.0' 'A12.0','V2.0' 'A12.0' 'K9.0', , , , , , , , , , , , , , , , , , , , , , , , 
V2.0,' 'V2.0' ' ' 'A13.0' ','V2.0','V2.0' 'A13.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V2.0,' 'V2.0' ' ' 'A13.0' ' ' 'B5' ','V2.0','V2.0' 'A13.0','V2.0' 'A13.0' 'B5', , , , , , , , , , , , , , , , , , , , , , , , 
V2.0,' 'V2.0' ' ' 'A13.0' ' ' 'B5' ' ' 'K7.0' ' ' 'S16.30.15' ','V2.0','V2.0' 'A13.0','V2.0' 'A13.0' 'B5','V2.0' 'A13.0' 'B5' 'K7.0','V2.0' 'A13.0' 'B5' 'K7.0' 'S16.30.15', , , , , , , , , , , , , , , , , , , , , , 
V2.0,' 'V2.0' ' ' 'A13.0' ' ' 'S3.3' ' ' 'A4.0' ' ' 'V2.2' ' ' 'D0.0' ' ' 'V2.63' ' ' 'A7.0' ' ' 'N2.18' ' ' 'M10.1' ' ' 'V2.13' ' ' 'V2.10' ' ' 'P5.0' ' ' 'N2.21.0' ' ' 'N2.21.1' ' ' 'A5.0' ' ' 'K2.0' ' ' 'A6.0' ' ' 'A16.0' ' ' 'M10.2' ' ' 'M18.11.0' ' ' 'M18.9.3' ' ' 'P5.4' ' ' 'N2.9' ' ' 'M2.0' ' ' 'N4.50.9' ' ' 'B5' ','V2.0','V2.0' 'A13.0','V2.0' 'A13.0' 'S3.3','V2.0' 'A13.0' 'S3.3' 'A4.0','V2.0' 'A13.0' 'S3.3' 'A4.0' 'V2.2','V2.0' 'A13.0' 'S3.3' 'A4.0' 'V2.2' 'D0.0','V2.0' 'A13.0' 'S3.3' 'A4.0' 'V2.2' 'D0.0' 'V2.63','V2.0' 'A13.0' 'S3.3' 'A4.0' 'V2.2' 'D0.0' 'V2.63' 'A7.0','V2.0' 'A13.0' 'S3.3' 'A4.0' 'V2.2' 'D0.0' 'V2.63' 'A7.0' 'N2.18','V2.0' 'A13.0' 'S3.3' 'A4.0' 'V2.2' 'D0.0' 'V2.63' 'A7.0' 'N2.18' 'M10.1','V2.0' 'A13.0' 'S3.3' 'A4.0' 'V2.2' 'D0.0' 'V2.63' 'A7.0' 'N2.18' 'M10.1' 'V2.13','V2.0' 'A13.0' 'S3.3' 'A4.0' 'V2.2' 'D0.0' 'V2.63' 'A7.0' 'N2.18' 'M10.1' 'V2.13' 'V2.10','V2.0' 'A13.0' 'S3.3' 'A4.0' 'V2.2' 'D0.0' 'V2.63' 'A7.0' 'N2.18' 'M10.1' 'V2.13' 'V2.10' 'P5.0','V2.0' 'A13.0' 'S3.3' 'A4.0' 'V2.2' 'D0.0' 'V2.63' 'A7.0' 'N2.18' 'M10.1' 'V2.13' 'V2.10' 'P5.0' 'N2.21.0','V2.0' 'A13.0' 'S3.3' 'A4.0' 'V2.2' 'D0.0' 'V2.63' 'A7.0' 'N2.18' 'M10.1' 'V2.13' 'V2.10' 'P5.0' 'N2.21.0' 'N2.21.1','V2.0' 'A13.0' 'S3.3' 'A4.0' 'V2.2' 'D0.0' 'V2.63' 'A7.0' 'N2.18' 'M10.1' 'V2.13' 'V2.10' 'P5.0' 'N2.21.0' 'N2.21.1' 'A5.0','V2.0' 'A13.0' 'S3.3' 'A4.0' 'V2.2' 'D0.0' 'V2.63' 'A7.0' 'N2.18' 'M10.1' 'V2.13' 'V2.10' 'P5.0' 'N2.21.0' 'N2.21.1' 'A5.0' 'K2.0','V2.0' 'A13.0' 'S3.3' 'A4.0' 'V2.2' 'D0.0' 'V2.63' 'A7.0' 'N2.18' 'M10.1' 'V2.13' 'V2.10' 'P5.0' 'N2.21.0' 'N2.21.1' 'A5.0' 'K2.0' 'A6.0','V2.0' 'A13.0' 'S3.3' 'A4.0' 'V2.2' 'D0.0' 'V2.63' 'A7.0' 'N2.18' 'M10.1' 'V2.13' 'V2.10' 'P5.0' 'N2.21.0' 'N2.21.1' 'A5.0' 'K2.0' 'A6.0' 'A16.0','V2.0' 'A13.0' 'S3.3' 'A4.0' 'V2.2' 'D0.0' 'V2.63' 'A7.0' 'N2.18' 'M10.1' 'V2.13' 'V2.10' 'P5.0' 'N2.21.0' 'N2.21.1' 'A5.0' 'K2.0' 'A6.0' 'A16.0' 'M10.2','V2.0' 'A13.0' 'S3.3' 'A4.0' 'V2.2' 'D0.0' 'V2.63' 'A7.0' 'N2.18' 'M10.1' 'V2.13' 'V2.10' 'P5.0' 'N2.21.0' 'N2.21.1' 'A5.0' 'K2.0' 'A6.0' 'A16.0' 'M10.2' 'M18.11.0','V2.0' 'A13.0' 'S3.3' 'A4.0' 'V2.2' 'D0.0' 'V2.63' 'A7.0' 'N2.18' 'M10.1' 'V2.13' 'V2.10' 'P5.0' 'N2.21.0' 'N2.21.1' 'A5.0' 'K2.0' 'A6.0' 'A16.0' 'M10.2' 'M18.11.0' 'M18.9.3','V2.0' 'A13.0' 'S3.3' 'A4.0' 'V2.2' 'D0.0' 'V2.63' 'A7.0' 'N2.18' 'M10.1' 'V2.13' 'V2.10' 'P5.0' 'N2.21.0' 'N2.21.1' 'A5.0' 'K2.0' 'A6.0' 'A16.0' 'M10.2' 'M18.11.0' 'M18.9.3' 'P5.4','V2.0' 'A13.0' 'S3.3' 'A4.0' 'V2.2' 'D0.0' 'V2.63' 'A7.0' 'N2.18' 'M10.1' 'V2.13' 'V2.10' 'P5.0' 'N2.21.0' 'N2.21.1' 'A5.0' 'K2.0' 'A6.0' 'A16.0' 'M10.2' 'M18.11.0' 'M18.9.3' 'P5.4' 'N2.9','V2.0' 'A13.0' 'S3.3' 'A4.0' 'V2.2' 'D0.0' 'V2.63' 'A7.0' 'N2.18' 'M10.1' 'V2.13' 'V2.10' 'P5.0' 'N2.21.0' 'N2.21.1' 'A5.0' 'K2.0' 'A6.0' 'A16.0' 'M10.2' 'M18.11.0' 'M18.9.3' 'P5.4' 'N2.9' 'M2.0','V2.0' 'A13.0' 'S3.3' 'A4.0' 'V2.2' 'D0.0' 'V2.63' 'A7.0' 'N2.18' 'M10.1' 'V2.13' 'V2.10' 'P5.0' 'N2.21.0' 'N2.21.1' 'A5.0' 'K2.0' 'A6.0' 'A16.0' 'M10.2' 'M18.11.0' 'M18.9.3' 'P5.4' 'N2.9' 'M2.0' 'N4.50.9','V2.0' 'A13.0' 'S3.3' 'A4.0' 'V2.2' 'D0.0' 'V2.63' 'A7.0' 'N2.18' 'M10.1' 'V2.13' 'V2.10' 'P5.0' 'N2.21.0' 'N2.21.1' 'A5.0' 'K2.0' 'A6.0' 'A16.0' 'M10.2' 'M18.11.0' 'M18.9.3' 'P5.4' 'N2.9' 'M2.0' 'N4.50.9' 'B5'
V2.0,' 'V2.0' ' ' 'A15.0' ','V2.0','V2.0' 'A15.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V2.0,' 'V2.0' ' ' 'A2.0' ','V2.0','V2.0' 'A2.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V2.0,' 'V2.0' ' ' 'A2.0' ' ' 'A1.0' ','V2.0','V2.0' 'A2.0','V2.0' 'A2.0' 'A1.0', , , , , , , , , , , , , , , , , , , , , , , , 
V2.0,' 'V2.0' ' ' 'A2.0' ' ' 'M6.13' ' ' 'V2.63' ' ' 'A6.0' ' ' 'G9.4' ' ' 'V2.10' ','V2.0','V2.0' 'A2.0','V2.0' 'A2.0' 'M6.13','V2.0' 'A2.0' 'M6.13' 'V2.63','V2.0' 'A2.0' 'M6.13' 'V2.63' 'A6.0','V2.0' 'A2.0' 'M6.13' 'V2.63' 'A6.0' 'G9.4','V2.0' 'A2.0' 'M6.13' 'V2.63' 'A6.0' 'G9.4' 'V2.10', , , , , , , , , , , , , , , , , , , , 
V2.0,' 'V2.0' ' ' 'A2.0' ' ' 'V1.0' ' ' 'V5.1' ','V2.0','V2.0' 'A2.0','V2.0' 'A2.0' 'V1.0','V2.0' 'A2.0' 'V1.0' 'V5.1', , , , , , , , , , , , , , , , , , , , , , , 
V2.0,' 'V2.0' ' ' 'A2.0' ' ' 'V2.63' ','V2.0','V2.0' 'A2.0','V2.0' 'A2.0' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , 
V2.0,' 'V2.0' ' ' 'A2.1' ' ' 'M18.9.2' ','V2.0','V2.0' 'A2.1','V2.0' 'A2.1' 'M18.9.2', , , , , , , , , , , , , , , , , , , , , , , , 
V2.0,' 'V2.0' ' ' 'A3.0' ','V2.0','V2.0' 'A3.0', , , , , , , , , , , , , , , , , , , , , , , , , 
V2.0,' 'V2.0' ' ' 'A3.0' ' ' 'S15.38' ' ' 'V2.10' ' ' 'S2.16.1' ' ' 'K9.0' ' ' 'S18.0' ' ' 'S18.1' ' ' 'M18.9.0' ' ' 'K4.10' ' ' 'M18.9.1' ' ' 'M18.9.2' ' ' 'S2.15.2' ','V2.0','V2.0' 'A3.0','V2.0' 'A3.0' 'S15.38','V2.0' 'A3.0' 'S15.38' 'V2.10','V2.0' 'A3.0' 'S15.38' 'V2.10' 'S2.16.1','V2.0' 'A3.0' 'S15.38' 'V2.10' 'S2.16.1' 'K9.0','V2.0' 'A3.0' 'S15.38' 'V2.10' 'S2.16.1' 'K9.0' 'S18.0','V2.0' 'A3.0' 'S15.38' 'V2.10' 'S2.16.1' 'K9.0' 'S18.0' 'S18.1','V2.0' 'A3.0' 'S15.38' 'V2.10' 'S2.16.1' 'K9.0' 'S18.0' 'S18.1' 'M18.9.0','V2.0' 'A3.0' 'S15.38' 'V2.10' 'S2.16.1' 'K9.0' 'S18.0' 'S18.1' 'M18.9.0' 'K4.10','V2.0' 'A3.0' 'S15.38' 'V2.10' 'S2.16.1' 'K9.0' 'S18.0' 'S18.1' 'M18.9.0' 'K4.10' 'M18.9.1','V2.0' 'A3.0' 'S15.38' 'V2.10' 'S2.16.1' 'K9.0' 'S18.0' 'S18.1' 'M18.9.0' 'K4.10' 'M18.9.1' 'M18.9.2','V2.0' 'A3.0' 'S15.38' 'V2.10' 'S2.16.1' 'K9.0' 'S18.0' 'S18.1' 'M18.9.0' 'K4.10' 'M18.9.1' 'M18.9.2' 'S2.15.2', , , , , , , , , , , , , , 
