sttdis,grpcomb,node001,node002,node003,node004,node005,node006,node007,node008,node009,node010,node011,node012,node013,node014,node015,node016,node017,node018,node019,node020,node021,node022,node023,node024,node025,node026,node027
K10.11,' 'K10.11' ' ' 'G9.4' ' ' 'M2.0' ','K10.11','K10.11' 'G9.4','K10.11' 'G9.4' 'M2.0', , , , , , , , , , , , , , , , , , , , , , , , 
K10.15,' 'K10.15' ' ' 'V1.0' ','K10.15','K10.15' 'V1.0', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.15,' 'K10.15' ' ' 'k12.16' ' ' 'S14.21' ' ' 'V2.23' ' ' 'G9.11' ','K10.15','K10.15' 'k12.16','K10.15' 'k12.16' 'S14.21','K10.15' 'k12.16' 'S14.21' 'V2.23','K10.15' 'k12.16' 'S14.21' 'V2.23' 'G9.11', , , , , , , , , , , , , , , , , , , , , , 
K10.23,' 'K10.23' ' ' 'A3.0' ' ' 'K9.0' ','K10.23','K10.23' 'A3.0','K10.23' 'A3.0' 'K9.0', , , , , , , , , , , , , , , , , , , , , , , , 
K10.23,' 'K10.23' ' ' 'K9.0' ' ' 'S16.0' ','K10.23','K10.23' 'K9.0','K10.23' 'K9.0' 'S16.0', , , , , , , , , , , , , , , , , , , , , , , , 
K10.23,' 'K10.23' ' ' 'N4.0' ' ' 'K2.0' ' ' 'M10.1' ','K10.23','K10.23' 'N4.0','K10.23' 'N4.0' 'K2.0','K10.23' 'N4.0' 'K2.0' 'M10.1', , , , , , , , , , , , , , , , , , , , , , , 
K10.23,' 'K10.23' ' ' 'S16.0' ','K10.23','K10.23' 'S16.0', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.23,' 'K10.23' ' ' 'V1.0' ','K10.23','K10.23' 'V1.0', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.23,' 'K10.23' ' ' 'V2.63' ','K10.23','K10.23' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.27,' 'K10.27' ' ' 'P5.0' ' ' 'V13.0' ' ' 'P5.4' ' ' 'V13.3' ','K10.27','K10.27' 'P5.0','K10.27' 'P5.0' 'V13.0','K10.27' 'P5.0' 'V13.0' 'P5.4','K10.27' 'P5.0' 'V13.0' 'P5.4' 'V13.3', , , , , , , , , , , , , , , , , , , , , , 
K10.28,' 'K10.28' ' ' 'K9.5' ' ' 'V2.0' ' ' 'A6.0' ' ' 'O1.4' ' ' 'O1.0' ','K10.28','K10.28' 'K9.5','K10.28' 'K9.5' 'V2.0','K10.28' 'K9.5' 'V2.0' 'A6.0','K10.28' 'K9.5' 'V2.0' 'A6.0' 'O1.4','K10.28' 'K9.5' 'V2.0' 'A6.0' 'O1.4' 'O1.0', , , , , , , , , , , , , , , , , , , , , 
K10.28,' 'K10.28' ' ' 'M2.0' ' ' 'S16.0' ' ' 'M18.0' ','K10.28','K10.28' 'M2.0','K10.28' 'M2.0' 'S16.0','K10.28' 'M2.0' 'S16.0' 'M18.0', , , , , , , , , , , , , , , , , , , , , , , 
K10.28,' 'K10.28' ' ' 'N4.40.20.1' ' ' 'K4.12' ' ' 'V2.10' ' ' 'M2.0' ','K10.28','K10.28' 'N4.40.20.1','K10.28' 'N4.40.20.1' 'K4.12','K10.28' 'N4.40.20.1' 'K4.12' 'V2.10','K10.28' 'N4.40.20.1' 'K4.12' 'V2.10' 'M2.0', , , , , , , , , , , , , , , , , , , , , , 
K10.28,' 'K10.28' ' ' 'V2.0' ','K10.28','K10.28' 'V2.0', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.28,' 'K10.28' ' ' 'k12.0' ' ' 'M2.0' ','K10.28','K10.28' 'k12.0','K10.28' 'k12.0' 'M2.0', , , , , , , , , , , , , , , , , , , , , , , , 
K10.29,' 'K10.29' ' ' 'A3.0' ','K10.29','K10.29' 'A3.0', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.29,' 'K10.29' ' ' 'G9.9' ' ' 'V1.0' ' ' 'S14.21' ' ' 'S13.11' ' ' 'M6.43' ','K10.29','K10.29' 'G9.9','K10.29' 'G9.9' 'V1.0','K10.29' 'G9.9' 'V1.0' 'S14.21','K10.29' 'G9.9' 'V1.0' 'S14.21' 'S13.11','K10.29' 'G9.9' 'V1.0' 'S14.21' 'S13.11' 'M6.43', , , , , , , , , , , , , , , , , , , , , 
K10.29,' 'K10.29' ' ' 'K10.38A' ' ' 'S14.0' ','K10.29','K10.29' 'K10.38A','K10.29' 'K10.38A' 'S14.0', , , , , , , , , , , , , , , , , , , , , , , , 
K10.29,' 'K10.29' ' ' 'M10.0' ','K10.29','K10.29' 'M10.0', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.29,' 'K10.29' ' ' 'M10.1' ','K10.29','K10.29' 'M10.1', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.29,' 'K10.29' ' ' 'M10.1' ' ' 'S3.3' ','K10.29','K10.29' 'M10.1','K10.29' 'M10.1' 'S3.3', , , , , , , , , , , , , , , , , , , , , , , , 
K10.29,' 'K10.29' ' ' 'M10.1' ' ' 'V2.10' ' ' 'MS G1.0' ' ' 'S17.0' ','K10.29','K10.29' 'M10.1','K10.29' 'M10.1' 'V2.10','K10.29' 'M10.1' 'V2.10' 'MS G1.0','K10.29' 'M10.1' 'V2.10' 'MS G1.0' 'S17.0', , , , , , , , , , , , , , , , , , , , , , 
K10.29,' 'K10.29' ' ' 'M18.11.0' ' ' 'P2.0' ' ' 'S16.0' ','K10.29','K10.29' 'M18.11.0','K10.29' 'M18.11.0' 'P2.0','K10.29' 'M18.11.0' 'P2.0' 'S16.0', , , , , , , , , , , , , , , , , , , , , , , 
K10.29,' 'K10.29' ' ' 'M2.0' ','K10.29','K10.29' 'M2.0', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.29,' 'K10.29' ' ' 'N2.21.1' ' ' 'S14.21' ','K10.29','K10.29' 'N2.21.1','K10.29' 'N2.21.1' 'S14.21', , , , , , , , , , , , , , , , , , , , , , , , 
K10.29,' 'K10.29' ' ' 'P5.0' ','K10.29','K10.29' 'P5.0', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.29,' 'K10.29' ' ' 'P5.0' ' ' 'N4.0' ' ' 'M2.0' ','K10.29','K10.29' 'P5.0','K10.29' 'P5.0' 'N4.0','K10.29' 'P5.0' 'N4.0' 'M2.0', , , , , , , , , , , , , , , , , , , , , , , 
K10.29,' 'K10.29' ' ' 'S14.21' ','K10.29','K10.29' 'S14.21', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.29,' 'K10.29' ' ' 'S14.21' ' ' 'MS T1.0' ','K10.29','K10.29' 'S14.21','K10.29' 'S14.21' 'MS T1.0', , , , , , , , , , , , , , , , , , , , , , , , 
K10.29,' 'K10.29' ' ' 'S14.21' ' ' 'S14.0' ','K10.29','K10.29' 'S14.21','K10.29' 'S14.21' 'S14.0', , , , , , , , , , , , , , , , , , , , , , , , 
K10.29,' 'K10.29' ' ' 'S15.36' ' ' 'S16.22' ' ' 'V2.23' ','K10.29','K10.29' 'S15.36','K10.29' 'S15.36' 'S16.22','K10.29' 'S15.36' 'S16.22' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , 
K10.29,' 'K10.29' ' ' 'S16.0' ','K10.29','K10.29' 'S16.0', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.29,' 'K10.29' ' ' 'S2.15.2' ' ' 'S13.11' ','K10.29','K10.29' 'S2.15.2','K10.29' 'S2.15.2' 'S13.11', , , , , , , , , , , , , , , , , , , , , , , , 
K10.29,' 'K10.29' ' ' 'S2.15.2' ' ' 'S4.0' ' ' 'S2.10' ' ' 'V2.23' ','K10.29','K10.29' 'S2.15.2','K10.29' 'S2.15.2' 'S4.0','K10.29' 'S2.15.2' 'S4.0' 'S2.10','K10.29' 'S2.15.2' 'S4.0' 'S2.10' 'V2.23', , , , , , , , , , , , , , , , , , , , , , 
K10.29,' 'K10.29' ' ' 'V1.0' ' ' 'A16.0' ','K10.29','K10.29' 'V1.0','K10.29' 'V1.0' 'A16.0', , , , , , , , , , , , , , , , , , , , , , , , 
K10.29,' 'K10.29' ' ' 'V2.0' ','K10.29','K10.29' 'V2.0', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.29,' 'K10.29' ' ' 'V2.23' ','K10.29','K10.29' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.29,' 'K10.29' ' ' 'V2.63' ','K10.29','K10.29' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.32,' 'K10.32' ' ' 'M10.0' ','K10.32','K10.32' 'M10.0', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.32,' 'K10.32' ' ' 'S16.1' ' ' 'V2.23' ' ' 'S3.3' ' ' 'A12.0' ' ' 'K10.38A' ','K10.32','K10.32' 'S16.1','K10.32' 'S16.1' 'V2.23','K10.32' 'S16.1' 'V2.23' 'S3.3','K10.32' 'S16.1' 'V2.23' 'S3.3' 'A12.0','K10.32' 'S16.1' 'V2.23' 'S3.3' 'A12.0' 'K10.38A', , , , , , , , , , , , , , , , , , , , , 
K10.32,' 'K10.32' ' ' 'V2.36' ' ' 'k12.12' ' ' 'V2.0' ','K10.32','K10.32' 'V2.36','K10.32' 'V2.36' 'k12.12','K10.32' 'V2.36' 'k12.12' 'V2.0', , , , , , , , , , , , , , , , , , , , , , , 
K10.32,' 'K10.32' ' ' 'V2.63' ','K10.32','K10.32' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.34,' 'K10.34' ' ' 'P5.0' ' ' 'Y1' ','K10.34','K10.34' 'P5.0','K10.34' 'P5.0' 'Y1', , , , , , , , , , , , , , , , , , , , , , , , 
K10.36,' 'K10.36' ' ' 'A2.0' ','K10.36','K10.36' 'A2.0', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.38,' 'K10.38' ' ' 'S2.15.5' ' ' 'A16.0' ' ' 'M10.1' ' ' 'V2.0' ' ' 'N2.18' ' ' 'S14.4' ' ' 'V1.0' ' ' 'P5.0' ' ' 'V2.2' ' ' 'V2.63' ' ' 'N4.0' ' ' 'M2.0' ' ' 'S16.0' ','K10.38','K10.38' 'S2.15.5','K10.38' 'S2.15.5' 'A16.0','K10.38' 'S2.15.5' 'A16.0' 'M10.1','K10.38' 'S2.15.5' 'A16.0' 'M10.1' 'V2.0','K10.38' 'S2.15.5' 'A16.0' 'M10.1' 'V2.0' 'N2.18','K10.38' 'S2.15.5' 'A16.0' 'M10.1' 'V2.0' 'N2.18' 'S14.4','K10.38' 'S2.15.5' 'A16.0' 'M10.1' 'V2.0' 'N2.18' 'S14.4' 'V1.0','K10.38' 'S2.15.5' 'A16.0' 'M10.1' 'V2.0' 'N2.18' 'S14.4' 'V1.0' 'P5.0','K10.38' 'S2.15.5' 'A16.0' 'M10.1' 'V2.0' 'N2.18' 'S14.4' 'V1.0' 'P5.0' 'V2.2','K10.38' 'S2.15.5' 'A16.0' 'M10.1' 'V2.0' 'N2.18' 'S14.4' 'V1.0' 'P5.0' 'V2.2' 'V2.63','K10.38' 'S2.15.5' 'A16.0' 'M10.1' 'V2.0' 'N2.18' 'S14.4' 'V1.0' 'P5.0' 'V2.2' 'V2.63' 'N4.0','K10.38' 'S2.15.5' 'A16.0' 'M10.1' 'V2.0' 'N2.18' 'S14.4' 'V1.0' 'P5.0' 'V2.2' 'V2.63' 'N4.0' 'M2.0','K10.38' 'S2.15.5' 'A16.0' 'M10.1' 'V2.0' 'N2.18' 'S14.4' 'V1.0' 'P5.0' 'V2.2' 'V2.63' 'N4.0' 'M2.0' 'S16.0', , , , , , , , , , , , , 
K10.38A,' 'K10.38A' ' ' 'A11.0' ' ' 'A6.0' ' ' 'V3.0' ' ' 'V3.1' ' ' 'S5.0' ' ' 'A2.0' ' ' 'K10.29' ','K10.38A','K10.38A' 'A11.0','K10.38A' 'A11.0' 'A6.0','K10.38A' 'A11.0' 'A6.0' 'V3.0','K10.38A' 'A11.0' 'A6.0' 'V3.0' 'V3.1','K10.38A' 'A11.0' 'A6.0' 'V3.0' 'V3.1' 'S5.0','K10.38A' 'A11.0' 'A6.0' 'V3.0' 'V3.1' 'S5.0' 'A2.0','K10.38A' 'A11.0' 'A6.0' 'V3.0' 'V3.1' 'S5.0' 'A2.0' 'K10.29', , , , , , , , , , , , , , , , , , , 
K10.38A,' 'K10.38A' ' ' 'B2.0' ' ' 'S14.0' ' ' 'G9.0' ' ' 'G9.3' ' ' 'S13.11' ' ' 'V2.23' ','K10.38A','K10.38A' 'B2.0','K10.38A' 'B2.0' 'S14.0','K10.38A' 'B2.0' 'S14.0' 'G9.0','K10.38A' 'B2.0' 'S14.0' 'G9.0' 'G9.3','K10.38A' 'B2.0' 'S14.0' 'G9.0' 'G9.3' 'S13.11','K10.38A' 'B2.0' 'S14.0' 'G9.0' 'G9.3' 'S13.11' 'V2.23', , , , , , , , , , , , , , , , , , , , 
K10.38A,' 'K10.38A' ' ' 'M16.0' ' ' 'V2.23' ','K10.38A','K10.38A' 'M16.0','K10.38A' 'M16.0' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , , 
K10.38A,' 'K10.38A' ' ' 'MS G1.0' ' ' 'S13.11' ' ' 'V2.63' ','K10.38A','K10.38A' 'MS G1.0','K10.38A' 'MS G1.0' 'S13.11','K10.38A' 'MS G1.0' 'S13.11' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , 
K10.38A,' 'K10.38A' ' ' 'MS G1.0' ' ' 'V2.23' ' ' 'V2.10' ' ' 'U4.0' ','K10.38A','K10.38A' 'MS G1.0','K10.38A' 'MS G1.0' 'V2.23','K10.38A' 'MS G1.0' 'V2.23' 'V2.10','K10.38A' 'MS G1.0' 'V2.23' 'V2.10' 'U4.0', , , , , , , , , , , , , , , , , , , , , , 
K10.38A,' 'K10.38A' ' ' 'S13.11' ','K10.38A','K10.38A' 'S13.11', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.38A,' 'K10.38A' ' ' 'S14.0' ','K10.38A','K10.38A' 'S14.0', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.38A,' 'K10.38A' ' ' 'S14.1' ' ' 'V2.0' ' ' 'S14.0' ' ' 'V2.63' ','K10.38A','K10.38A' 'S14.1','K10.38A' 'S14.1' 'V2.0','K10.38A' 'S14.1' 'V2.0' 'S14.0','K10.38A' 'S14.1' 'V2.0' 'S14.0' 'V2.63', , , , , , , , , , , , , , , , , , , , , , 
K10.38A,' 'K10.38A' ' ' 'S14.21' ','K10.38A','K10.38A' 'S14.21', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.38A,' 'K10.38A' ' ' 'S14.21' ' ' 'A11.0' ','K10.38A','K10.38A' 'S14.21','K10.38A' 'S14.21' 'A11.0', , , , , , , , , , , , , , , , , , , , , , , , 
K10.38A,' 'K10.38A' ' ' 'S16.0' ','K10.38A','K10.38A' 'S16.0', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.38A,' 'K10.38A' ' ' 'S1A.0' ','K10.38A','K10.38A' 'S1A.0', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.38A,' 'K10.38A' ' ' 'V2.0' ','K10.38A','K10.38A' 'V2.0', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.38A,' 'K10.38A' ' ' 'V2.23' ','K10.38A','K10.38A' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.38A,' 'K10.38A' ' ' 'V2.63' ','K10.38A','K10.38A' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.38A,' 'K10.38A' ' ' 'V5.0' ' ' 'V2.63' ' ' 'V5.1' ','K10.38A','K10.38A' 'V5.0','K10.38A' 'V5.0' 'V2.63','K10.38A' 'V5.0' 'V2.63' 'V5.1', , , , , , , , , , , , , , , , , , , , , , , 
K10.43,' 'K10.43' ' ' 'P5.0' ' ' 'S14.17' ' ' 'A6.0' ' ' 'K10.38A' ' ' 'B2.0' ','K10.43','K10.43' 'P5.0','K10.43' 'P5.0' 'S14.17','K10.43' 'P5.0' 'S14.17' 'A6.0','K10.43' 'P5.0' 'S14.17' 'A6.0' 'K10.38A','K10.43' 'P5.0' 'S14.17' 'A6.0' 'K10.38A' 'B2.0', , , , , , , , , , , , , , , , , , , , , 
K10.46.0,' 'K10.46.0' ' ' 'V2.75' ','K10.46.0','K10.46.0' 'V2.75', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.52.0,' 'K10.52.0' ' ' 'M18.11.2' ' ' 'S16.22' ' ' 'V2.23' ','K10.52.0','K10.52.0' 'M18.11.2','K10.52.0' 'M18.11.2' 'S16.22','K10.52.0' 'M18.11.2' 'S16.22' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , 
K10.52.0,' 'K10.52.0' ' ' 'M2.0' ','K10.52.0','K10.52.0' 'M2.0', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.52.0,' 'K10.52.0' ' ' 'V2.10' ' ' 'V2.0' ' ' 'S16.1' ' ' 'G9.7' ' ' 'V2.23' ' ' 'A12.0' ' ' 'Y8.13' ' ' 'M18.11.2' ' ' 'S16.20.8' ','K10.52.0','K10.52.0' 'V2.10','K10.52.0' 'V2.10' 'V2.0','K10.52.0' 'V2.10' 'V2.0' 'S16.1','K10.52.0' 'V2.10' 'V2.0' 'S16.1' 'G9.7','K10.52.0' 'V2.10' 'V2.0' 'S16.1' 'G9.7' 'V2.23','K10.52.0' 'V2.10' 'V2.0' 'S16.1' 'G9.7' 'V2.23' 'A12.0','K10.52.0' 'V2.10' 'V2.0' 'S16.1' 'G9.7' 'V2.23' 'A12.0' 'Y8.13','K10.52.0' 'V2.10' 'V2.0' 'S16.1' 'G9.7' 'V2.23' 'A12.0' 'Y8.13' 'M18.11.2','K10.52.0' 'V2.10' 'V2.0' 'S16.1' 'G9.7' 'V2.23' 'A12.0' 'Y8.13' 'M18.11.2' 'S16.20.8', , , , , , , , , , , , , , , , , 
K10.52.5,' 'K10.52.5' ' ' 'K10.32' ' ' 'S13.11' ' ' 'V2.10' ','K10.52.5','K10.52.5' 'K10.32','K10.52.5' 'K10.32' 'S13.11','K10.52.5' 'K10.32' 'S13.11' 'V2.10', , , , , , , , , , , , , , , , , , , , , , , 
K10.52.5,' 'K10.52.5' ' ' 'S14.21' ' ' 'V2.23' ','K10.52.5','K10.52.5' 'S14.21','K10.52.5' 'S14.21' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , , 
K10.52.5,' 'K10.52.5' ' ' 'S2.10' ' ' 'J1.0' ' ' 'M10.1' ' ' 'V2.63' ' ' 'K9.0' ' ' 'V13.0' ','K10.52.5','K10.52.5' 'S2.10','K10.52.5' 'S2.10' 'J1.0','K10.52.5' 'S2.10' 'J1.0' 'M10.1','K10.52.5' 'S2.10' 'J1.0' 'M10.1' 'V2.63','K10.52.5' 'S2.10' 'J1.0' 'M10.1' 'V2.63' 'K9.0','K10.52.5' 'S2.10' 'J1.0' 'M10.1' 'V2.63' 'K9.0' 'V13.0', , , , , , , , , , , , , , , , , , , , 
K10.52.8,' 'K10.52.8' ' ' 'M10.1' ','K10.52.8','K10.52.8' 'M10.1', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.52.8,' 'K10.52.8' ' ' 'MS G1.0' ' ' 'V2.23' ','K10.52.8','K10.52.8' 'MS G1.0','K10.52.8' 'MS G1.0' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , , 
K10.52.8,' 'K10.52.8' ' ' 'P5.0' ' ' 'V2.63' ' ' 'S13.11' ' ' 'V2.23' ','K10.52.8','K10.52.8' 'P5.0','K10.52.8' 'P5.0' 'V2.63','K10.52.8' 'P5.0' 'V2.63' 'S13.11','K10.52.8' 'P5.0' 'V2.63' 'S13.11' 'V2.23', , , , , , , , , , , , , , , , , , , , , , 
K10.52.8,' 'K10.52.8' ' ' 'S13.19' ','K10.52.8','K10.52.8' 'S13.19', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.52.8,' 'K10.52.8' ' ' 'S15.31' ' ' 'S16.10' ' ' 'Y8.13' ' ' 'S16.30.22' ','K10.52.8','K10.52.8' 'S15.31','K10.52.8' 'S15.31' 'S16.10','K10.52.8' 'S15.31' 'S16.10' 'Y8.13','K10.52.8' 'S15.31' 'S16.10' 'Y8.13' 'S16.30.22', , , , , , , , , , , , , , , , , , , , , , 
K10.52.8,' 'K10.52.8' ' ' 'S16.0' ' ' 'V2.75' ','K10.52.8','K10.52.8' 'S16.0','K10.52.8' 'S16.0' 'V2.75', , , , , , , , , , , , , , , , , , , , , , , , 
K10.52.8,' 'K10.52.8' ' ' 'S4.0' ' ' 'V2.23' ','K10.52.8','K10.52.8' 'S4.0','K10.52.8' 'S4.0' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , , 
K10.52.8,' 'K10.52.8' ' ' 'V2.10' ' ' 'S13.11' ','K10.52.8','K10.52.8' 'V2.10','K10.52.8' 'V2.10' 'S13.11', , , , , , , , , , , , , , , , , , , , , , , , 
K10.52.8,' 'K10.52.8' ' ' 'V2.23' ','K10.52.8','K10.52.8' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.52.8,' 'K10.52.8' ' ' 'V2.63' ','K10.52.8','K10.52.8' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , , 
K10.52.8,' 'K10.52.8' ' ' 'V2.75' ' ' 'N4.47.6' ','K10.52.8','K10.52.8' 'V2.75','K10.52.8' 'V2.75' 'N4.47.6', , , , , , , , , , , , , , , , , , , , , , , , 
K10.8,' 'K10.8' ' ' 'S14.21' ','K10.8','K10.8' 'S14.21', , , , , , , , , , , , , , , , , , , , , , , , , 
K2.0,' 'K2.0' ' ' 'A3.0' ','K2.0','K2.0' 'A3.0', , , , , , , , , , , , , , , , , , , , , , , , , 
K2.0,' 'K2.0' ' ' 'G6.0' ' ' 'A2.0' ' ' 'A4.0' ' ' 'S2.10' ','K2.0','K2.0' 'G6.0','K2.0' 'G6.0' 'A2.0','K2.0' 'G6.0' 'A2.0' 'A4.0','K2.0' 'G6.0' 'A2.0' 'A4.0' 'S2.10', , , , , , , , , , , , , , , , , , , , , , 
K2.0,' 'K2.0' ' ' 'M10.1' ' ' 'P5.0' ','K2.0','K2.0' 'M10.1','K2.0' 'M10.1' 'P5.0', , , , , , , , , , , , , , , , , , , , , , , , 
K2.0,' 'K2.0' ' ' 'M10.1' ' ' 'P5.0' ' ' 'S4.0' ','K2.0','K2.0' 'M10.1','K2.0' 'M10.1' 'P5.0','K2.0' 'M10.1' 'P5.0' 'S4.0', , , , , , , , , , , , , , , , , , , , , , , 
K2.0,' 'K2.0' ' ' 'M10.1' ' ' 'V2.63' ','K2.0','K2.0' 'M10.1','K2.0' 'M10.1' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , 
K2.0,' 'K2.0' ' ' 'M10.2' ' ' 'N4.0' ','K2.0','K2.0' 'M10.2','K2.0' 'M10.2' 'N4.0', , , , , , , , , , , , , , , , , , , , , , , , 
K2.0,' 'K2.0' ' ' 'M18.9.21' ' ' 'N2.18' ' ' 'N4.46.2.0' ' ' 'P5.0' ' ' 'K3.0' ' ' 'V2.63' ' ' 'Y1' ' ' 'K4.14' ' ' 'V2.23' ','K2.0','K2.0' 'M18.9.21','K2.0' 'M18.9.21' 'N2.18','K2.0' 'M18.9.21' 'N2.18' 'N4.46.2.0','K2.0' 'M18.9.21' 'N2.18' 'N4.46.2.0' 'P5.0','K2.0' 'M18.9.21' 'N2.18' 'N4.46.2.0' 'P5.0' 'K3.0','K2.0' 'M18.9.21' 'N2.18' 'N4.46.2.0' 'P5.0' 'K3.0' 'V2.63','K2.0' 'M18.9.21' 'N2.18' 'N4.46.2.0' 'P5.0' 'K3.0' 'V2.63' 'Y1','K2.0' 'M18.9.21' 'N2.18' 'N4.46.2.0' 'P5.0' 'K3.0' 'V2.63' 'Y1' 'K4.14','K2.0' 'M18.9.21' 'N2.18' 'N4.46.2.0' 'P5.0' 'K3.0' 'V2.63' 'Y1' 'K4.14' 'V2.23', , , , , , , , , , , , , , , , , 
K2.0,' 'K2.0' ' ' 'M18.9.3' ' ' 'V2.34.0' ' ' 'H2.0' ' ' 'P5.0' ' ' 'M2.0' ' ' 'V2.56.0' ' ' 'S17.0' ' ' 'N2.18' ' ' 'A16.0' ','K2.0','K2.0' 'M18.9.3','K2.0' 'M18.9.3' 'V2.34.0','K2.0' 'M18.9.3' 'V2.34.0' 'H2.0','K2.0' 'M18.9.3' 'V2.34.0' 'H2.0' 'P5.0','K2.0' 'M18.9.3' 'V2.34.0' 'H2.0' 'P5.0' 'M2.0','K2.0' 'M18.9.3' 'V2.34.0' 'H2.0' 'P5.0' 'M2.0' 'V2.56.0','K2.0' 'M18.9.3' 'V2.34.0' 'H2.0' 'P5.0' 'M2.0' 'V2.56.0' 'S17.0','K2.0' 'M18.9.3' 'V2.34.0' 'H2.0' 'P5.0' 'M2.0' 'V2.56.0' 'S17.0' 'N2.18','K2.0' 'M18.9.3' 'V2.34.0' 'H2.0' 'P5.0' 'M2.0' 'V2.56.0' 'S17.0' 'N2.18' 'A16.0', , , , , , , , , , , , , , , , , 
K2.0,' 'K2.0' ' ' 'M2.0' ','K2.0','K2.0' 'M2.0', , , , , , , , , , , , , , , , , , , , , , , , , 
K2.0,' 'K2.0' ' ' 'M2.0' ' ' 'V2.63' ','K2.0','K2.0' 'M2.0','K2.0' 'M2.0' 'V2.63', , , , , , , , , , , , , , , , , , , , , , , , 
K2.0,' 'K2.0' ' ' 'MS G1.0' ' ' 'V2.23' ','K2.0','K2.0' 'MS G1.0','K2.0' 'MS G1.0' 'V2.23', , , , , , , , , , , , , , , , , , , , , , , , 
K2.0,' 'K2.0' ' ' 'N2.18' ' ' 'M10.2' ','K2.0','K2.0' 'N2.18','K2.0' 'N2.18' 'M10.2', , , , , , , , , , , , , , , , , , , , , , , , 
K2.0,' 'K2.0' ' ' 'N2.21.0' ' ' 'P2.0' ' ' 'V2.64' ' ' 'Y8.23' ' ' 'V2.0' ' ' 'N2.21.1' ' ' 'S3.0' ' ' 'S14.0' ','K2.0','K2.0' 'N2.21.0','K2.0' 'N2.21.0' 'P2.0','K2.0' 'N2.21.0' 'P2.0' 'V2.64','K2.0' 'N2.21.0' 'P2.0' 'V2.64' 'Y8.23','K2.0' 'N2.21.0' 'P2.0' 'V2.64' 'Y8.23' 'V2.0','K2.0' 'N2.21.0' 'P2.0' 'V2.64' 'Y8.23' 'V2.0' 'N2.21.1','K2.0' 'N2.21.0' 'P2.0' 'V2.64' 'Y8.23' 'V2.0' 'N2.21.1' 'S3.0','K2.0' 'N2.21.0' 'P2.0' 'V2.64' 'Y8.23' 'V2.0' 'N2.21.1' 'S3.0' 'S14.0', , , , , , , , , , , , , , , , , , 
K2.0,' 'K2.0' ' ' 'N2.21.0' ' ' 'S1.0' ' ' 'N2.18' ' ' 'M10.0' ','K2.0','K2.0' 'N2.21.0','K2.0' 'N2.21.0' 'S1.0','K2.0' 'N2.21.0' 'S1.0' 'N2.18','K2.0' 'N2.21.0' 'S1.0' 'N2.18' 'M10.0', , , , , , , , , , , , , , , , , , , , , , 
