discomb,descomb,numcomb,grpcomb,npt,sttdis,node
'V2.10' 'V2.23' 'M2.0' 'MS G1.0' 'P5.0' 'S13.11','OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Vaatavyaadhi - Gridhrasee 'Metabolic: Madhumeha 'OTHER: Greeva Graha 'Metabolic: Prameha 'RMSD: Sthaanabhedena Graha - Katee Graha,6,' 'V2.10' ' ' 'V2.23' ' ' 'M2.0' ' ' 'MS G1.0' ' ' 'P5.0' ' ' 'S13.11' ' ' 'V1.0' ',1,V2.10,6
'V2.10' 'V2.23' 'MS G1.0' 'S13.11' 'M18.11.0' 'K10.29','OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Vaatavyaadhi - Gridhrasee 'OTHER: Greeva Graha 'RMSD: Sthaanabhedena Graha - Katee Graha 'OTHER: Mukha Roga - Galagata Roga 'OTHER: Kshudra Roga - Khalitya,6,' 'V2.10' ' ' 'V2.23' ' ' 'MS G1.0' ' ' 'S13.11' ' ' 'M18.11.0' ' ' 'K10.29' ' ' 'V2.36' ',1,V2.10,6
'V2.10' 'V2.63' 'V2.0' 'N4.0' 'N4.35' 'V2.34.0','OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'RMSD: Vaatavyaadhi 'OTHER: Netra Roga 'OTHER: Netra Roga - Triteeya Patalagata Timira 'OTHER: Vaatavyaadhi - Kampa,6,' 'V2.10' ' ' 'V2.63' ' ' 'V2.0' ' ' 'N4.0' ' ' 'N4.35' ' ' 'V2.34.0' ' ' 'M18.9.0' ' ' 'S14.3' ' ' 'J1.0' ' ' 'S0.0' ',1,V2.10,6
'V2.10' 'k12.0' 'k12.9' 'P5.0' 'V2.63' 'A6.0','OTHER: Vaatavyaadhi - Avabaahuka 'OTHER: Kushtha 'OTHER: Kushtha-kitibha 'Metabolic: Prameha 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'OTHER: Amlapitta,6,' 'V2.10' ' ' 'k12.0' ' ' 'k12.9' ' ' 'P5.0' ' ' 'V2.63' ' ' 'A6.0' ' ' 'V2.23' ' ' 'N2.18' ',1,V2.10,6
'V2.10' 'A3.0' 'V2.63' 'V2.0' 'MS R1' 'N2.21.0' 'S14.21','OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Abhighataja Shoola 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'RMSD: Vaatavyaadhi 'OTHER: Raktachapa 'OTHER: Naasaa Roga - Pratishyaaya 'RMSD: Sthaanabhedena Shoola - Katee Shoola,7,' 'V2.10' ' ' 'A3.0' ' ' 'V2.63' ' ' 'V2.0' ' ' 'MS R1' ' ' 'N2.21.0' ' ' 'S14.21' ' ' 'B5' ' ' 'D1.0' ' ' 'V2.23' ',1,V2.10,7
'V2.10' 'M18.19.4' 'k12.0' 'O1.0' 'V2.0' 'A6.0' 'M6.43','OTHER: Vaatavyaadhi - Avabaahuka 'OTHER: Mukha Roga - Sarvagata - Mukhapaaka 'OTHER: Kushtha 'OTHER: Ojavikriti 'RMSD: Vaatavyaadhi 'OTHER: Amlapitta 'OTHER: Marma Viddha - Snaayu Viddha,7,' 'V2.10' ' ' 'M18.19.4' ' ' 'k12.0' ' ' 'O1.0' ' ' 'V2.0' ' ' 'A6.0' ' ' 'M6.43' ' ' 'N2.21.0' ' ' 'B5' ',1,V2.10,7
'V2.10' 'S14.4' 'S2.10' 'S13.11' 'V2.0' 'S15.36' 'S17.0','OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Sthaanabhedena Shoola - Anga Shoola 'OTHER: Shiroroga - Shirahshoola 'RMSD: Sthaanabhedena Graha - Katee Graha 'RMSD: Vaatavyaadhi 'RMSD: Sthaanabhedena Shoola - Prishtha Shoola 'OTHER: Supti,7,' 'V2.10' ' ' 'S14.4' ' ' 'S2.10' ' ' 'S13.11' ' ' 'V2.0' ' ' 'S15.36' ' ' 'S17.0' ' ' 'S13.19' ' ' 'V2.23' ' ' 'B2.1' ' ' 'S14.21' ',1,V2.10,7
'V2.10' 'V2.2' 'P5.2' 'A11.0' 'K10.38A' 'G9.0' 'B2.0','OTHER: Vaatavyaadhi - Avabaahuka 'OTHER: Vaatavyaadhi - Aadhmaana 'Metabolic: Prameha - Pidaka 'OTHER: Arshas 'OTHER: Kshudra Roga - Parikartikaa 'OTHER: Granthi 'OTHER: Bhagandara,7,' 'V2.10' ' ' 'V2.2' ' ' 'P5.2' ' ' 'A11.0' ' ' 'K10.38A' ' ' 'G9.0' ' ' 'B2.0' ',1,V2.10,7
'V2.10' 'V2.23' 'J1.0' 'K2.5' 'S13.0' 'N2.21.0' 'K2.0','OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Vaatavyaadhi - Gridhrasee 'OTHER: Jwara 'OTHER: Kaasa- vata 'RMSD: Sthaanabhedena Graha 'OTHER: Naasaa Roga - Pratishyaaya 'OTHER: Kaasa,7,' 'V2.10' ' ' 'V2.23' ' ' 'J1.0' ' ' 'K2.5' ' ' 'S13.0' ' ' 'N2.21.0' ' ' 'K2.0' ' ' 'S14.21' ' ' 'V2.0' ',1,V2.10,7
'V2.10' 'V2.23' 'K2.0' 'K9.0' 'k12.0' 'A6.0' 'V2.36','OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Vaatavyaadhi - Gridhrasee 'OTHER: Kaasa 'OTHER: Kshudra Roga 'OTHER: Kushtha 'OTHER: Amlapitta 'RMSD: Vaatavyaadhi - Kateegata Vaata,7,' 'V2.10' ' ' 'V2.23' ' ' 'K2.0' ' ' 'K9.0' ' ' 'k12.0' ' ' 'A6.0' ' ' 'V2.36' ',1,V2.10,7
'V2.10' 'V2.23' 'M2.0' 'MS G1.0' 'P5.0' 'S13.11' 'V1.0','OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Vaatavyaadhi - Gridhrasee 'Metabolic: Madhumeha 'OTHER: Greeva Graha 'Metabolic: Prameha 'RMSD: Sthaanabhedena Graha - Katee Graha 'RMSD: Vaatarakta,7,' 'V2.10' ' ' 'V2.23' ' ' 'M2.0' ' ' 'MS G1.0' ' ' 'P5.0' ' ' 'S13.11' ' ' 'V1.0' ',1,V2.10,7
'V2.10' 'V2.23' 'MS G1.0' 'S13.11' 'M18.11.0' 'K10.29' 'V2.36','OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Vaatavyaadhi - Gridhrasee 'OTHER: Greeva Graha 'RMSD: Sthaanabhedena Graha - Katee Graha 'OTHER: Mukha Roga - Galagata Roga 'OTHER: Kshudra Roga - Khalitya 'RMSD: Vaatavyaadhi - Kateegata Vaata,7,' 'V2.10' ' ' 'V2.23' ' ' 'MS G1.0' ' ' 'S13.11' ' ' 'M18.11.0' ' ' 'K10.29' ' ' 'V2.36' ',1,V2.10,7
'V2.10' 'V2.63' 'V2.0' 'N4.0' 'N4.35' 'V2.34.0' 'M18.9.0','OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'RMSD: Vaatavyaadhi 'OTHER: Netra Roga 'OTHER: Netra Roga - Triteeya Patalagata Timira 'OTHER: Vaatavyaadhi - Kampa 'OTHER: Mukha Roga - Dantagata Roga,7,' 'V2.10' ' ' 'V2.63' ' ' 'V2.0' ' ' 'N4.0' ' ' 'N4.35' ' ' 'V2.34.0' ' ' 'M18.9.0' ' ' 'S14.3' ' ' 'J1.0' ' ' 'S0.0' ',1,V2.10,7
'V2.10' 'k12.0' 'k12.9' 'P5.0' 'V2.63' 'A6.0' 'V2.23','OTHER: Vaatavyaadhi - Avabaahuka 'OTHER: Kushtha 'OTHER: Kushtha-kitibha 'Metabolic: Prameha 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'OTHER: Amlapitta 'RMSD: Vaatavyaadhi - Gridhrasee,7,' 'V2.10' ' ' 'k12.0' ' ' 'k12.9' ' ' 'P5.0' ' ' 'V2.63' ' ' 'A6.0' ' ' 'V2.23' ' ' 'N2.18' ',1,V2.10,7
'V2.10' 'A3.0' 'V2.63' 'V2.0' 'MS R1' 'N2.21.0' 'S14.21' 'B5','OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Abhighataja Shoola 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'RMSD: Vaatavyaadhi 'OTHER: Raktachapa 'OTHER: Naasaa Roga - Pratishyaaya 'RMSD: Sthaanabhedena Shoola - Katee Shoola 'OTHER: Bhrama,8,' 'V2.10' ' ' 'A3.0' ' ' 'V2.63' ' ' 'V2.0' ' ' 'MS R1' ' ' 'N2.21.0' ' ' 'S14.21' ' ' 'B5' ' ' 'D1.0' ' ' 'V2.23' ',1,V2.10,8
'V2.10' 'M18.19.4' 'k12.0' 'O1.0' 'V2.0' 'A6.0' 'M6.43' 'N2.21.0','OTHER: Vaatavyaadhi - Avabaahuka 'OTHER: Mukha Roga - Sarvagata - Mukhapaaka 'OTHER: Kushtha 'OTHER: Ojavikriti 'RMSD: Vaatavyaadhi 'OTHER: Amlapitta 'OTHER: Marma Viddha - Snaayu Viddha 'OTHER: Naasaa Roga - Pratishyaaya,8,' 'V2.10' ' ' 'M18.19.4' ' ' 'k12.0' ' ' 'O1.0' ' ' 'V2.0' ' ' 'A6.0' ' ' 'M6.43' ' ' 'N2.21.0' ' ' 'B5' ',1,V2.10,8
'V2.10' 'S14.4' 'S2.10' 'S13.11' 'V2.0' 'S15.36' 'S17.0' 'S13.19','OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Sthaanabhedena Shoola - Anga Shoola 'OTHER: Shiroroga - Shirahshoola 'RMSD: Sthaanabhedena Graha - Katee Graha 'RMSD: Vaatavyaadhi 'RMSD: Sthaanabhedena Shoola - Prishtha Shoola 'OTHER: Supti 'RMSD: Sthaanabhedena Graha - Prishtha Graha,8,' 'V2.10' ' ' 'S14.4' ' ' 'S2.10' ' ' 'S13.11' ' ' 'V2.0' ' ' 'S15.36' ' ' 'S17.0' ' ' 'S13.19' ' ' 'V2.23' ' ' 'B2.1' ' ' 'S14.21' ',1,V2.10,8
'V2.10' 'V2.23' 'J1.0' 'K2.5' 'S13.0' 'N2.21.0' 'K2.0' 'S14.21','OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Vaatavyaadhi - Gridhrasee 'OTHER: Jwara 'OTHER: Kaasa- vata 'RMSD: Sthaanabhedena Graha 'OTHER: Naasaa Roga - Pratishyaaya 'OTHER: Kaasa 'RMSD: Sthaanabhedena Shoola - Katee Shoola,8,' 'V2.10' ' ' 'V2.23' ' ' 'J1.0' ' ' 'K2.5' ' ' 'S13.0' ' ' 'N2.21.0' ' ' 'K2.0' ' ' 'S14.21' ' ' 'V2.0' ',1,V2.10,8
'V2.10' 'V2.63' 'V2.0' 'N4.0' 'N4.35' 'V2.34.0' 'M18.9.0' 'S14.3','OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'RMSD: Vaatavyaadhi 'OTHER: Netra Roga 'OTHER: Netra Roga - Triteeya Patalagata Timira 'OTHER: Vaatavyaadhi - Kampa 'OTHER: Mukha Roga - Dantagata Roga 'RMSD: Sthaanabhedena Shoola - Amsa Shoola,8,' 'V2.10' ' ' 'V2.63' ' ' 'V2.0' ' ' 'N4.0' ' ' 'N4.35' ' ' 'V2.34.0' ' ' 'M18.9.0' ' ' 'S14.3' ' ' 'J1.0' ' ' 'S0.0' ',1,V2.10,8
'V2.10' 'k12.0' 'k12.9' 'P5.0' 'V2.63' 'A6.0' 'V2.23' 'N2.18','OTHER: Vaatavyaadhi - Avabaahuka 'OTHER: Kushtha 'OTHER: Kushtha-kitibha 'Metabolic: Prameha 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'OTHER: Amlapitta 'RMSD: Vaatavyaadhi - Gridhrasee 'OTHER: Naasaa Roga - Peenasa,8,' 'V2.10' ' ' 'k12.0' ' ' 'k12.9' ' ' 'P5.0' ' ' 'V2.63' ' ' 'A6.0' ' ' 'V2.23' ' ' 'N2.18' ',1,V2.10,8
'V2.10' 'A3.0' 'V2.63' 'V2.0' 'MS R1' 'N2.21.0' 'S14.21' 'B5' 'D1.0','OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Abhighataja Shoola 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'RMSD: Vaatavyaadhi 'OTHER: Raktachapa 'OTHER: Naasaa Roga - Pratishyaaya 'RMSD: Sthaanabhedena Shoola - Katee Shoola 'OTHER: Bhrama 'OTHER: Dourbalya,9,' 'V2.10' ' ' 'A3.0' ' ' 'V2.63' ' ' 'V2.0' ' ' 'MS R1' ' ' 'N2.21.0' ' ' 'S14.21' ' ' 'B5' ' ' 'D1.0' ' ' 'V2.23' ',1,V2.10,9
'V2.10' 'M18.19.4' 'k12.0' 'O1.0' 'V2.0' 'A6.0' 'M6.43' 'N2.21.0' 'B5','OTHER: Vaatavyaadhi - Avabaahuka 'OTHER: Mukha Roga - Sarvagata - Mukhapaaka 'OTHER: Kushtha 'OTHER: Ojavikriti 'RMSD: Vaatavyaadhi 'OTHER: Amlapitta 'OTHER: Marma Viddha - Snaayu Viddha 'OTHER: Naasaa Roga - Pratishyaaya 'OTHER: Bhrama,9,' 'V2.10' ' ' 'M18.19.4' ' ' 'k12.0' ' ' 'O1.0' ' ' 'V2.0' ' ' 'A6.0' ' ' 'M6.43' ' ' 'N2.21.0' ' ' 'B5' ',1,V2.10,9
'V2.10' 'S14.4' 'S2.10' 'S13.11' 'V2.0' 'S15.36' 'S17.0' 'S13.19' 'V2.23','OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Sthaanabhedena Shoola - Anga Shoola 'OTHER: Shiroroga - Shirahshoola 'RMSD: Sthaanabhedena Graha - Katee Graha 'RMSD: Vaatavyaadhi 'RMSD: Sthaanabhedena Shoola - Prishtha Shoola 'OTHER: Supti 'RMSD: Sthaanabhedena Graha - Prishtha Graha 'RMSD: Vaatavyaadhi - Gridhrasee,9,' 'V2.10' ' ' 'S14.4' ' ' 'S2.10' ' ' 'S13.11' ' ' 'V2.0' ' ' 'S15.36' ' ' 'S17.0' ' ' 'S13.19' ' ' 'V2.23' ' ' 'B2.1' ' ' 'S14.21' ',1,V2.10,9
'V2.10' 'V2.23' 'J1.0' 'K2.5' 'S13.0' 'N2.21.0' 'K2.0' 'S14.21' 'V2.0','OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Vaatavyaadhi - Gridhrasee 'OTHER: Jwara 'OTHER: Kaasa- vata 'RMSD: Sthaanabhedena Graha 'OTHER: Naasaa Roga - Pratishyaaya 'OTHER: Kaasa 'RMSD: Sthaanabhedena Shoola - Katee Shoola 'RMSD: Vaatavyaadhi,9,' 'V2.10' ' ' 'V2.23' ' ' 'J1.0' ' ' 'K2.5' ' ' 'S13.0' ' ' 'N2.21.0' ' ' 'K2.0' ' ' 'S14.21' ' ' 'V2.0' ',1,V2.10,9
'V2.10' 'V2.63' 'V2.0' 'N4.0' 'N4.35' 'V2.34.0' 'M18.9.0' 'S14.3' 'J1.0','OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'RMSD: Vaatavyaadhi 'OTHER: Netra Roga 'OTHER: Netra Roga - Triteeya Patalagata Timira 'OTHER: Vaatavyaadhi - Kampa 'OTHER: Mukha Roga - Dantagata Roga 'RMSD: Sthaanabhedena Shoola - Amsa Shoola 'OTHER: Jwara,9,' 'V2.10' ' ' 'V2.63' ' ' 'V2.0' ' ' 'N4.0' ' ' 'N4.35' ' ' 'V2.34.0' ' ' 'M18.9.0' ' ' 'S14.3' ' ' 'J1.0' ' ' 'S0.0' ',1,V2.10,9
'V2.10' 'A3.0' 'V2.63' 'V2.0' 'MS R1' 'N2.21.0' 'S14.21' 'B5' 'D1.0' 'V2.23','OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Abhighataja Shoola 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'RMSD: Vaatavyaadhi 'OTHER: Raktachapa 'OTHER: Naasaa Roga - Pratishyaaya 'RMSD: Sthaanabhedena Shoola - Katee Shoola 'OTHER: Bhrama 'OTHER: Dourbalya 'RMSD: Vaatavyaadhi - Gridhrasee,10,' 'V2.10' ' ' 'A3.0' ' ' 'V2.63' ' ' 'V2.0' ' ' 'MS R1' ' ' 'N2.21.0' ' ' 'S14.21' ' ' 'B5' ' ' 'D1.0' ' ' 'V2.23' ',1,V2.10,10
'V2.10' 'S14.4' 'S2.10' 'S13.11' 'V2.0' 'S15.36' 'S17.0' 'S13.19' 'V2.23' 'B2.1','OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Sthaanabhedena Shoola - Anga Shoola 'OTHER: Shiroroga - Shirahshoola 'RMSD: Sthaanabhedena Graha - Katee Graha 'RMSD: Vaatavyaadhi 'RMSD: Sthaanabhedena Shoola - Prishtha Shoola 'OTHER: Supti 'RMSD: Sthaanabhedena Graha - Prishtha Graha 'RMSD: Vaatavyaadhi - Gridhrasee 'OTHER: Bhagandara - Arsho Bhagandara,10,' 'V2.10' ' ' 'S14.4' ' ' 'S2.10' ' ' 'S13.11' ' ' 'V2.0' ' ' 'S15.36' ' ' 'S17.0' ' ' 'S13.19' ' ' 'V2.23' ' ' 'B2.1' ' ' 'S14.21' ',1,V2.10,10
'V2.10' 'V2.63' 'V2.0' 'N4.0' 'N4.35' 'V2.34.0' 'M18.9.0' 'S14.3' 'J1.0' 'S0.0','OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Vaatavyaadhi - Sandhigata Vaata 'RMSD: Vaatavyaadhi 'OTHER: Netra Roga 'OTHER: Netra Roga - Triteeya Patalagata Timira 'OTHER: Vaatavyaadhi - Kampa 'OTHER: Mukha Roga - Dantagata Roga 'RMSD: Sthaanabhedena Shoola - Amsa Shoola 'OTHER: Jwara 'OTHER: Saamavata,10,' 'V2.10' ' ' 'V2.63' ' ' 'V2.0' ' ' 'N4.0' ' ' 'N4.35' ' ' 'V2.34.0' ' ' 'M18.9.0' ' ' 'S14.3' ' ' 'J1.0' ' ' 'S0.0' ',1,V2.10,10
'V2.10' 'S14.4' 'S2.10' 'S13.11' 'V2.0' 'S15.36' 'S17.0' 'S13.19' 'V2.23' 'B2.1' 'S14.21','OTHER: Vaatavyaadhi - Avabaahuka 'RMSD: Sthaanabhedena Shoola - Anga Shoola 'OTHER: Shiroroga - Shirahshoola 'RMSD: Sthaanabhedena Graha - Katee Graha 'RMSD: Vaatavyaadhi 'RMSD: Sthaanabhedena Shoola - Prishtha Shoola 'OTHER: Supti 'RMSD: Sthaanabhedena Graha - Prishtha Graha 'RMSD: Vaatavyaadhi - Gridhrasee 'OTHER: Bhagandara - Arsho Bhagandara 'RMSD: Sthaanabhedena Shoola - Katee Shoola,11,' 'V2.10' ' ' 'S14.4' ' ' 'S2.10' ' ' 'S13.11' ' ' 'V2.0' ' ' 'S15.36' ' ' 'S17.0' ' ' 'S13.19' ' ' 'V2.23' ' ' 'B2.1' ' ' 'S14.21' ',1,V2.10,11
'V2.12','RMSD: Vaatavyaadhi - Stabdhagaatra,1,' 'V2.12' ',1,V2.12,1
'V2.13','OTHER: Vaatavyaadhi - Avasthaa - Supti,1,' 'V2.13' ' ' 'A5.0' ' ' 'A6.0' ' ' 'K9.0' ' ' 'V5.0' ' ' 'P3.0' ' ' 'S13.11' ' ' 'M18.10.10' ' ' 'M18.9.25' ' ' 'M18.9.15' ' ' 'N2.18' ' ' 'S1A.2' ',1,V2.13,1
'V2.13','OTHER: Vaatavyaadhi - Avasthaa - Supti,1,' 'V2.13' ' ' 'P5.0' ' ' 'S17.0' ',1,V2.13,1
'V2.13','OTHER: Vaatavyaadhi - Avasthaa - Supti,1,' 'V2.13' ' ' 'V2.0' ' ' 'S17.0' ',1,V2.13,1
'V2.13' 'A5.0','OTHER: Vaatavyaadhi - Avasthaa - Supti 'OTHER: Ajeerna,2,' 'V2.13' ' ' 'A5.0' ' ' 'A6.0' ' ' 'K9.0' ' ' 'V5.0' ' ' 'P3.0' ' ' 'S13.11' ' ' 'M18.10.10' ' ' 'M18.9.25' ' ' 'M18.9.15' ' ' 'N2.18' ' ' 'S1A.2' ',1,V2.13,2
'V2.13' 'P5.0','OTHER: Vaatavyaadhi - Avasthaa - Supti 'Metabolic: Prameha,2,' 'V2.13' ' ' 'P5.0' ' ' 'S17.0' ',1,V2.13,2
'V2.13' 'V2.0','OTHER: Vaatavyaadhi - Avasthaa - Supti 'RMSD: Vaatavyaadhi,2,' 'V2.13' ' ' 'V2.0' ' ' 'S17.0' ',1,V2.13,2
'V2.13' 'A5.0' 'A6.0','OTHER: Vaatavyaadhi - Avasthaa - Supti 'OTHER: Ajeerna 'OTHER: Amlapitta,3,' 'V2.13' ' ' 'A5.0' ' ' 'A6.0' ' ' 'K9.0' ' ' 'V5.0' ' ' 'P3.0' ' ' 'S13.11' ' ' 'M18.10.10' ' ' 'M18.9.25' ' ' 'M18.9.15' ' ' 'N2.18' ' ' 'S1A.2' ',1,V2.13,3
'V2.13' 'P5.0' 'S17.0','OTHER: Vaatavyaadhi - Avasthaa - Supti 'Metabolic: Prameha 'OTHER: Supti,3,' 'V2.13' ' ' 'P5.0' ' ' 'S17.0' ',1,V2.13,3
'V2.13' 'V2.0' 'S17.0','OTHER: Vaatavyaadhi - Avasthaa - Supti 'RMSD: Vaatavyaadhi 'OTHER: Supti,3,' 'V2.13' ' ' 'V2.0' ' ' 'S17.0' ',1,V2.13,3
'V2.13' 'A5.0' 'A6.0' 'K9.0','OTHER: Vaatavyaadhi - Avasthaa - Supti 'OTHER: Ajeerna 'OTHER: Amlapitta 'OTHER: Kshudra Roga,4,' 'V2.13' ' ' 'A5.0' ' ' 'A6.0' ' ' 'K9.0' ' ' 'V5.0' ' ' 'P3.0' ' ' 'S13.11' ' ' 'M18.10.10' ' ' 'M18.9.25' ' ' 'M18.9.15' ' ' 'N2.18' ' ' 'S1A.2' ',1,V2.13,4
'V2.13' 'A5.0' 'A6.0' 'K9.0' 'V5.0','OTHER: Vaatavyaadhi - Avasthaa - Supti 'OTHER: Ajeerna 'OTHER: Amlapitta 'OTHER: Kshudra Roga 'OTHER: Vibandha,5,' 'V2.13' ' ' 'A5.0' ' ' 'A6.0' ' ' 'K9.0' ' ' 'V5.0' ' ' 'P3.0' ' ' 'S13.11' ' ' 'M18.10.10' ' ' 'M18.9.25' ' ' 'M18.9.15' ' ' 'N2.18' ' ' 'S1A.2' ',1,V2.13,5
'V2.13' 'A5.0' 'A6.0' 'K9.0' 'V5.0' 'P3.0','OTHER: Vaatavyaadhi - Avasthaa - Supti 'OTHER: Ajeerna 'OTHER: Amlapitta 'OTHER: Kshudra Roga 'OTHER: Vibandha 'OTHER: Pidaka,6,' 'V2.13' ' ' 'A5.0' ' ' 'A6.0' ' ' 'K9.0' ' ' 'V5.0' ' ' 'P3.0' ' ' 'S13.11' ' ' 'M18.10.10' ' ' 'M18.9.25' ' ' 'M18.9.15' ' ' 'N2.18' ' ' 'S1A.2' ',1,V2.13,6
'V2.13' 'A5.0' 'A6.0' 'K9.0' 'V5.0' 'P3.0' 'S13.11','OTHER: Vaatavyaadhi - Avasthaa - Supti 'OTHER: Ajeerna 'OTHER: Amlapitta 'OTHER: Kshudra Roga 'OTHER: Vibandha 'OTHER: Pidaka 'RMSD: Sthaanabhedena Graha - Katee Graha,7,' 'V2.13' ' ' 'A5.0' ' ' 'A6.0' ' ' 'K9.0' ' ' 'V5.0' ' ' 'P3.0' ' ' 'S13.11' ' ' 'M18.10.10' ' ' 'M18.9.25' ' ' 'M18.9.15' ' ' 'N2.18' ' ' 'S1A.2' ',1,V2.13,7
'V2.13' 'A5.0' 'A6.0' 'K9.0' 'V5.0' 'P3.0' 'S13.11' 'M18.10.10','OTHER: Vaatavyaadhi - Avasthaa - Supti 'OTHER: Ajeerna 'OTHER: Amlapitta 'OTHER: Kshudra Roga 'OTHER: Vibandha 'OTHER: Pidaka 'RMSD: Sthaanabhedena Graha - Katee Graha 'OTHER: Mukha Roga - Dantamoolagata Roga - Sheetaada,8,' 'V2.13' ' ' 'A5.0' ' ' 'A6.0' ' ' 'K9.0' ' ' 'V5.0' ' ' 'P3.0' ' ' 'S13.11' ' ' 'M18.10.10' ' ' 'M18.9.25' ' ' 'M18.9.15' ' ' 'N2.18' ' ' 'S1A.2' ',1,V2.13,8
'V2.13' 'A5.0' 'A6.0' 'K9.0' 'V5.0' 'P3.0' 'S13.11' 'M18.10.10' 'M18.9.25','OTHER: Vaatavyaadhi - Avasthaa - Supti 'OTHER: Ajeerna 'OTHER: Amlapitta 'OTHER: Kshudra Roga 'OTHER: Vibandha 'OTHER: Pidaka 'RMSD: Sthaanabhedena Graha - Katee Graha 'OTHER: Mukha Roga - Dantamoolagata Roga - Sheetaada 'OTHER: Mukha Roga - Dantagata Roga - Sheetadanta,9,' 'V2.13' ' ' 'A5.0' ' ' 'A6.0' ' ' 'K9.0' ' ' 'V5.0' ' ' 'P3.0' ' ' 'S13.11' ' ' 'M18.10.10' ' ' 'M18.9.25' ' ' 'M18.9.15' ' ' 'N2.18' ' ' 'S1A.2' ',1,V2.13,9
'V2.13' 'A5.0' 'A6.0' 'K9.0' 'V5.0' 'P3.0' 'S13.11' 'M18.10.10' 'M18.9.25' 'M18.9.15','OTHER: Vaatavyaadhi - Avasthaa - Supti 'OTHER: Ajeerna 'OTHER: Amlapitta 'OTHER: Kshudra Roga 'OTHER: Vibandha 'OTHER: Pidaka 'RMSD: Sthaanabhedena Graha - Katee Graha 'OTHER: Mukha Roga - Dantamoolagata Roga - Sheetaada 'OTHER: Mukha Roga - Dantagata Roga - Sheetadanta 'OTHER: Mukha Roga - Dantagata Roga - Dantaharsha,10,' 'V2.13' ' ' 'A5.0' ' ' 'A6.0' ' ' 'K9.0' ' ' 'V5.0' ' ' 'P3.0' ' ' 'S13.11' ' ' 'M18.10.10' ' ' 'M18.9.25' ' ' 'M18.9.15' ' ' 'N2.18' ' ' 'S1A.2' ',1,V2.13,10
'V2.13' 'A5.0' 'A6.0' 'K9.0' 'V5.0' 'P3.0' 'S13.11' 'M18.10.10' 'M18.9.25' 'M18.9.15' 'N2.18','OTHER: Vaatavyaadhi - Avasthaa - Supti 'OTHER: Ajeerna 'OTHER: Amlapitta 'OTHER: Kshudra Roga 'OTHER: Vibandha 'OTHER: Pidaka 'RMSD: Sthaanabhedena Graha - Katee Graha 'OTHER: Mukha Roga - Dantamoolagata Roga - Sheetaada 'OTHER: Mukha Roga - Dantagata Roga - Sheetadanta 'OTHER: Mukha Roga - Dantagata Roga - Dantaharsha 'OTHER: Naasaa Roga - Peenasa,11,' 'V2.13' ' ' 'A5.0' ' ' 'A6.0' ' ' 'K9.0' ' ' 'V5.0' ' ' 'P3.0' ' ' 'S13.11' ' ' 'M18.10.10' ' ' 'M18.9.25' ' ' 'M18.9.15' ' ' 'N2.18' ' ' 'S1A.2' ',1,V2.13,11
