0.008005	0.008839	-0.007661	-0.006556	0.002733	0.006042	0.001882	0.000423	-0.007207	0.004437	-0.008713	0.002499	-0.001503	-0.001914	-0.006631	-0.003764	0.005159	0.006051	0.005938	0.003195	0.00309	-0.007605	-0.008192	0.009939	0.007603	0.00618	-0.001208	0.008031	-0.00099	0.001469	-0.000298	-0.005966	0.002625	-0.002675	-0.007651	0.009508	0.008759	-0.00219	-0.000452	0.001018	-0.007275	-0.008014	0.009109	0.000126	-0.005165	-0.006084	-0.006153	0.003394	0.000403	0.002662
-0.144186	-0.177106	0.572663	0.16206	-0.054892	-0.455011	0.173843	0.283491	0.445567	-0.126879	0.144846	-0.079018	-0.154796	0.30359	-0.354415	0.025371	0.348919	0.02187	0.059178	0.716191	-0.08965	-0.011588	0.255622	-0.134883	-0.336962	0.200463	-0.320613	0.258496	0.23393	0.4615	-0.076763	0.134775	-0.078133	-0.109069	-0.013192	0.167536	0.22379	0.201392	0.219088	0.15157	-0.090288	-0.382503	-0.332344	-0.205081	0.089454	0.161696	0.07865	0.384324	0.129426	0.009524
-0.08342	-0.219184	0.544672	0.019601	-0.061215	-0.335797	-0.03508	0.234268	0.119998	-0.175724	0.196276	-0.007018	-0.127231	0.420657	-0.390057	-0.020757	0.245464	-0.031949	0.289851	0.604026	-0.03447	0.016589	0.303124	-0.298977	-0.30661	0.030693	-0.342391	0.031787	0.111309	0.330642	-0.122613	0.21181	-0.300245	-0.213376	-0.048052	0.25493	0.186134	0.219819	0.263017	-0.006483	-0.042974	-0.130909	-0.176874	-0.232941	-0.069804	0.235093	0.09912	0.072195	-0.01042	0.066105
-0.602274	0.269349	-0.120006	0.470784	-0.055004	0.358502	-0.084401	-0.049997	-0.452921	-0.505639	-0.588878	-0.403599	0.14199	-0.383335	0.101173	0.216069	0.112024	0.289103	0.440176	0.382557	-0.405629	-0.514371	-0.161655	0.147303	-0.076933	-0.040466	-0.357648	-0.433011	0.417655	-0.130763	-0.249494	0.149375	-0.614937	-0.332847	0.112116	0.584631	0.710038	0.25395	0.207478	-0.099696	-0.332663	0.359099	-0.50653	0.11508	-0.160892	0.249358	-0.055542	0.146047	-0.322118	-0.291783
-0.442957	0.2159	0.303512	0.157789	-0.263483	0.046824	0.313377	0.323378	-0.118045	-0.117022	0.108241	-0.147703	-0.107284	-0.135919	-0.433335	0.111586	0.24262	0.20048	0.395944	0.800254	-0.223001	-0.24295	0.257125	0.230115	-0.536247	0.273724	-0.282568	-0.036972	-0.168237	0.327443	0.05493	0.022262	-0.398138	-0.074264	-0.076067	0.249649	0.379403	-0.074043	-0.050063	0.224929	0.11742	-0.169856	-0.252167	0.0786	0.036371	0.506276	0.161745	0.581854	-0.345978	-0.244924
-0.027298	-0.188514	-0.071514	-0.017219	0.531201	-0.348163	-0.195464	-0.326485	0.764818	-0.002262	-0.305241	-0.174209	0.04376	0.027586	0.351561	-0.494257	0.488697	-0.109122	0.51394	0.366349	-0.762174	-0.228802	0.417348	-0.546298	-0.189162	-0.46544	-0.924587	-0.072751	0.148683	-0.083075	0.130174	0.445412	-0.412056	0.150083	0.609974	0.961033	0.665113	-0.156597	0.256861	-0.329458	0.030296	0.219652	-0.077087	-0.457027	0.321543	-0.605433	-0.229948	-0.277031	-0.274152	0.50328
-0.32153	0.038545	0.06891	-0.079667	-0.089777	-0.106326	0.053253	0.05024	-0.106187	-0.222751	-0.472579	-0.274543	0.027228	-0.088436	-0.153727	-0.0785	0.09205	0.09036	0.285439	0.15077	-0.202775	-0.193109	-0.167757	0.06436	-0.250721	0.154794	-0.281841	-0.078773	0.354854	0.104583	-0.182573	0.057963	-0.387911	0.048206	0.049973	0.382351	0.564127	0.098572	0.070874	0.114466	0.096461	0.301058	-0.407418	0.076909	-0.222893	0.040522	-0.132574	0.027895	-0.018006	-0.303661
-0.041738	-0.090437	0.270743	0.036599	-0.068746	-0.183952	-0.034817	0.357161	0.125605	-0.175078	-0.061914	-0.030008	-0.008766	0.076373	-0.192599	-0.016988	0.18397	0.102695	0.20319	0.478987	-0.044233	-0.124127	0.134812	-0.127337	-0.282258	0.101698	-0.266269	-0.001761	0.114255	0.176647	-0.06831	0.137149	-0.22134	-0.085957	-0.008815	0.244118	0.362421	0.255232	0.141773	0.079944	0.04629	-0.090668	-0.211057	0.031848	0.004349	0.185589	0.04354	0.147012	0.031383	-0.100505
-0.140692	0.018245	0.159683	0.368469	0.383825	-0.209907	-0.336019	0.81409	0.261823	-0.066468	0.030096	0.225374	-0.223065	-0.002941	-0.411185	0.050287	0.516406	0.328222	0.350931	0.898573	-0.233733	-0.226502	0.637764	-0.435351	-0.007514	0.030871	-0.665701	-0.251027	0.494427	0.524303	-0.015885	0.241017	-0.159497	-0.049787	-0.308777	0.078471	0.655975	0.785035	0.030337	-0.06417	-0.241843	-0.448759	-0.158965	0.064422	0.345251	-0.017166	0.424533	-0.049314	-0.232235	0.118114
-0.308858	0.16903	0.00716	-0.048799	-0.133929	-0.00519	0.199167	0.301566	-0.04533	-0.23064	-0.351539	-0.280481	-0.044339	-0.106731	-0.326264	-0.13564	-0.029592	0.153917	0.159304	0.347874	-0.084754	-0.250437	0.003813	0.251111	-0.468997	0.262816	-0.213793	-0.167873	0.174614	0.285983	-0.178462	0.077042	-0.297187	-0.067653	-0.10446	0.235104	0.400691	0.029469	-0.104319	0.320102	0.052904	0.085031	-0.289429	0.017817	-0.215118	0.07352	0.020919	0.187468	-0.214111	-0.241859
